,,Date,yes_d,yes_r,no_d,no_r,polarity
114,1164,2016-07-13,182,12,3,231,0.9299065420560748
114,1165,2016-07-13,177,15,8,228,0.8925233644859814
114,1166,2016-07-14,101,205,81,36,-0.35224586288416077
114,1167,2016-07-14,8,238,176,4,-0.9436619718309859
114,1168,2016-07-14,174,4,9,237,0.9386792452830188
114,1169,2016-07-14,168,4,15,239,0.9107981220657277
114,1170,2016-07-14,183,11,1,232,0.9437939110070258
114,1171,2016-07-14,181,11,3,230,0.9341176470588235
114,1172,2016-07-14,181,10,3,233,0.9391100702576113
114,1173,2016-07-14,182,6,2,237,0.9625292740046838
114,1174,2016-07-14,176,8,6,235,0.9341176470588235
114,1175,2016-07-14,179,16,5,227,0.9016393442622951
114,1176,2016-07-14,180,33,4,210,0.8266978922716628
114,1177,2016-07-14,3,228,181,15,-0.9156908665105387
114,1178,2016-07-14,6,240,179,3,-0.9579439252336449
114,1179,2016-09-06,169,230,0,0,-0.15288220551378445
114,1180,2016-09-06,166,229,3,0,-0.1658291457286432
114,1181,2016-09-07,1,230,177,0,-0.9950980392156863
114,1182,2016-09-07,0,231,178,0,-1.0
114,1183,2016-09-07,176,2,4,230,0.970873786407767
114,1184,2016-09-07,173,2,6,230,0.9610705596107056
114,1185,2016-09-07,176,2,3,232,0.9757869249394673
114,1186,2016-09-07,1,154,179,83,-0.5971223021582733
114,1187,2016-09-07,178,3,2,232,0.9759036144578314
114,1188,2016-09-07,5,236,175,0,-0.9759615384615384
114,1189,2016-09-08,1,237,180,0,-0.9952153110047847
114,1190,2016-09-08,1,236,181,0,-0.9952153110047847
114,1191,2016-09-08,182,228,0,6,-0.09615384615384616
114,1192,2016-09-08,180,0,0,233,1.0
114,1193,2016-09-08,2,234,178,1,-0.9855421686746988
114,1194,2016-09-09,176,0,1,231,0.9950980392156863
114,1195,2016-09-09,35,226,143,3,-0.8132678132678133
114,1196,2016-09-12,145,222,0,4,-0.1967654986522911
114,1197,2016-09-12,164,221,0,4,-0.13624678663239073
114,1198,2016-09-13,0,237,170,0,-1.0
114,1199,2016-09-13,3,238,169,0,-0.9853658536585366
114,1200,2016-09-13,0,237,171,0,-1.0
114,1201,2016-09-13,1,238,169,0,-0.9950980392156863
114,1202,2016-09-13,25,236,146,2,-0.8679706601466992
114,1203,2016-09-13,171,234,0,5,-0.14146341463414633
114,1204,2016-09-13,171,234,0,4,-0.14425427872860636
114,1205,2016-09-14,1,231,172,0,-0.995049504950495
114,1206,2016-09-14,0,238,171,0,-1.0
114,1207,2016-09-14,93,159,70,75,-0.15365239294710328
114,1208,2016-09-14,13,228,154,0,-0.9341772151898734
114,1209,2016-09-14,183,2,0,238,0.9905437352245863
114,1210,2016-09-14,10,240,172,0,-0.95260663507109
114,1211,2016-09-14,173,0,10,240,0.9527186761229315
114,1212,2016-09-14,183,1,2,238,0.9858490566037735
114,1213,2016-09-14,182,1,1,235,0.9904534606205251
114,1214,2016-09-14,185,241,0,0,-0.13145539906103287
114,1215,2016-09-14,183,238,0,1,-0.12796208530805686
114,1216,2016-09-14,182,239,0,0,-0.13539192399049882
114,1217,2016-09-14,183,240,0,1,-0.1320754716981132
114,1218,2016-09-14,185,0,0,239,1.0
114,1219,2016-09-14,69,241,116,0,-0.676056338028169
114,1220,2016-09-15,12,232,171,4,-0.9236276849642004
114,1221,2016-09-20,171,212,0,22,-0.04691358024691358
114,1222,2016-09-20,171,228,0,4,-0.1315136476426799
114,1223,2016-09-20,170,234,0,0,-0.15841584158415842
114,1224,2016-09-21,1,236,171,0,-0.9950980392156863
114,1225,2016-09-21,1,238,179,2,-0.9857142857142858
114,1226,2016-09-21,0,242,181,0,-1.0
114,1227,2016-09-21,6,241,174,0,-0.9714964370546318
114,1228,2016-09-21,176,224,5,15,-0.09047619047619047
114,1229,2016-09-21,181,242,0,0,-0.14420803782505912
114,1230,2016-09-21,181,239,0,3,-0.13002364066193853
114,1231,2016-09-21,180,240,0,0,-0.14285714285714285
114,1232,2016-09-21,181,8,1,231,0.9572446555819477
114,1233,2016-09-21,178,6,2,235,0.9619952494061758
114,1234,2016-09-21,182,0,1,239,0.995260663507109
114,1235,2016-09-21,4,240,180,1,-0.9764705882352941
114,1236,2016-09-21,42,240,142,2,-0.7934272300469484
114,1237,2016-09-21,183,212,0,30,0.002352941176470588
114,1238,2016-09-21,183,242,0,0,-0.1388235294117647
114,1239,2016-09-21,183,241,0,1,-0.13411764705882354
114,1240,2016-09-21,183,242,0,0,-0.1388235294117647
114,1241,2016-09-21,181,208,0,34,0.016548463356973995
114,1242,2016-09-22,0,236,175,0,-1.0
114,1243,2016-09-22,1,235,176,2,-0.9855072463768116
114,1244,2016-09-22,55,232,123,1,-0.7274939172749392
114,1245,2016-09-22,177,237,0,0,-0.14492753623188406
114,1246,2016-09-22,177,238,1,0,-0.14903846153846154
114,1247,2016-09-22,178,237,0,0,-0.14216867469879518
114,1248,2016-09-22,177,238,0,0,-0.14698795180722893
114,1249,2016-09-22,177,238,0,0,-0.14698795180722893
114,1250,2016-09-22,177,227,0,11,-0.09397590361445783
114,1251,2016-09-22,176,238,0,0,-0.1497584541062802
114,1252,2016-09-22,175,207,0,29,-0.0072992700729927005
114,1253,2016-09-22,171,5,6,232,0.9468599033816425
114,1254,2016-09-22,16,238,163,1,-0.9186602870813397
114,1255,2016-09-22,177,236,0,1,-0.14009661835748793
114,1256,2016-09-22,176,216,0,22,-0.043478260869565216
114,1257,2016-09-26,66,192,81,20,-0.520891364902507
114,1258,2016-09-26,146,211,0,0,-0.18207282913165265
114,1259,2016-09-27,2,242,176,0,-0.9904761904761905
114,1260,2016-09-27,0,243,177,0,-1.0
114,1261,2016-09-27,0,243,178,0,-1.0
114,1262,2016-09-27,0,241,178,2,-0.9904988123515439
114,1263,2016-09-27,16,242,165,0,-0.9243498817966903
114,1264,2016-09-28,123,225,60,18,-0.3380281690140845
114,1265,2016-09-28,0,242,183,0,-1.0
114,1266,2016-09-28,1,233,182,9,-0.9529411764705882
114,1267,2016-09-28,183,240,0,0,-0.1347517730496454
114,1268,2016-09-28,0,190,182,51,-0.7588652482269503
114,1269,2016-09-28,183,224,0,18,-0.05411764705882353
114,1270,2016-09-28,183,101,0,141,0.5247058823529411
114,1271,2016-09-28,179,2,1,242,0.9858490566037735
114,1272,2016-09-28,176,223,4,21,-0.07075471698113207
114,1273,2016-09-28,172,170,10,75,0.15690866510538642
114,1274,2016-09-28,5,241,178,0,-0.9764150943396226
114,1275,2016-11-14,167,188,1,37,0.03816793893129771
114,1276,2016-11-14,163,219,0,5,-0.13178294573643412
114,1277,2016-11-15,183,236,0,1,-0.12380952380952381
114,1278,2016-11-15,182,234,0,3,-0.11694510739856802
114,1279,2016-11-16,0,231,181,0,-1.0
114,1280,2016-11-16,0,231,181,0,-1.0
114,1281,2016-11-17,180,0,0,233,1.0
114,1282,2016-11-17,179,0,2,236,0.9904076738609112
114,1283,2016-11-17,180,0,1,236,0.9952038369304557
114,1284,2016-11-17,181,0,2,237,0.9904761904761905
114,1285,2016-11-17,3,237,180,0,-0.9857142857142858
114,1286,2016-11-17,181,0,0,235,1.0
114,1287,2016-11-17,8,235,175,0,-0.9617224880382775
114,1288,2016-11-29,176,223,0,0,-0.11779448621553884
114,1289,2016-11-29,176,225,0,0,-0.12219451371571072
114,1290,2016-11-30,1,229,180,0,-0.9951219512195122
114,1291,2016-11-30,178,233,3,0,-0.14009661835748793
114,1292,2016-11-30,175,218,6,20,-0.06921241050119331
114,1293,2016-11-30,158,232,24,6,-0.21904761904761905
114,1294,2016-12-01,2,233,177,0,-0.9902912621359223
114,1295,2016-12-01,2,232,179,2,-0.980722891566265
114,1296,2016-12-01,0,235,180,0,-1.0
114,1297,2016-12-01,42,235,139,0,-0.7980769230769231
114,1298,2016-12-01,178,0,3,233,0.9855072463768116
114,1299,2016-12-01,20,234,162,0,-0.9038461538461539
114,1300,2016-12-02,145,230,30,4,-0.2713936430317848
114,1301,2016-12-05,169,223,0,0,-0.1377551020408163
114,1302,2016-12-05,169,222,2,0,-0.13994910941475827
114,1303,2016-12-05,169,205,0,16,-0.05128205128205128
114,1304,2016-12-06,178,233,0,4,-0.12289156626506025
114,1305,2016-12-06,179,235,0,1,-0.13253012048192772
114,1306,2016-12-06,180,239,0,0,-0.14081145584725538
114,1307,2016-12-06,178,2,0,235,0.9903614457831326
114,1308,2016-12-06,176,166,0,72,0.19806763285024154
114,1309,2016-12-07,0,231,178,0,-1.0
114,1310,2016-12-07,2,230,178,2,-0.9805825242718447
114,1311,2016-12-07,180,232,0,1,-0.1234866828087167
114,1312,2016-12-07,178,223,1,7,-0.09535452322738386
114,1313,2016-12-07,4,235,171,0,-0.9804878048780488
114,1314,2016-12-07,177,236,0,0,-0.14285714285714285
114,1315,2016-12-07,176,229,0,7,-0.11165048543689321
114,1316,2016-12-07,171,233,0,0,-0.15346534653465346
114,1317,2016-12-08,1,233,180,1,-0.9903614457831326
114,1318,2016-12-08,1,234,180,0,-0.9951807228915662
114,1319,2016-12-08,179,167,1,65,0.18446601941747573
114,1320,2016-12-08,118,208,63,33,-0.2843601895734597
114,1321,2016-12-08,181,3,1,235,0.9809523809523809
114,1322,2016-12-08,138,222,44,17,-0.26365795724465557
115,1,2017-01-03,0,239,193,1,-0.9953810623556582
115,2,2017-01-03,0,228,184,0,-1.0
115,3,2017-01-03,0,237,193,0,-1.0
115,4,2017-01-03,193,0,0,236,1.0
115,5,2017-01-03,0,234,190,3,-0.9859484777517564
115,6,2017-01-04,183,0,1,235,0.9952267303102625
115,7,2017-01-04,4,234,184,0,-0.981042654028436
115,8,2017-01-05,1,234,187,1,-0.9905437352245863
115,9,2017-01-05,0,231,186,1,-0.9952153110047847
115,10,2017-01-05,109,233,76,4,-0.46445497630331756
115,11,2017-01-05,1,234,185,0,-0.9952380952380953
115,12,2017-01-05,188,5,1,229,0.9716312056737588
115,13,2017-01-05,188,2,1,232,0.9858156028368794
115,14,2017-01-05,186,0,1,231,0.9952153110047847
115,15,2017-01-05,189,3,0,231,0.9858156028368794
115,16,2017-01-05,190,0,0,234,1.0
115,17,2017-01-05,189,5,1,230,0.971764705882353
115,18,2017-01-05,190,0,0,235,1.0
115,19,2017-01-05,190,3,0,232,0.9858823529411764
115,20,2017-01-05,0,230,189,4,-0.9810874704491725
115,21,2017-01-05,190,0,0,235,1.0
115,22,2017-01-05,2,235,187,0,-0.9905660377358491
115,23,2017-01-09,178,227,0,0,-0.12098765432098765
115,24,2017-01-09,179,225,0,0,-0.11386138613861387
115,25,2017-01-10,1,233,179,0,-0.9951573849878934
115,26,2017-01-10,0,233,183,0,-1.0
115,27,2017-01-10,93,155,85,77,-0.17073170731707318
115,28,2017-01-10,166,1,15,234,0.9230769230769231
115,29,2017-01-10,163,0,17,236,0.9182692307692307
115,30,2017-01-10,108,236,73,0,-0.48201438848920863
115,31,2017-01-11,0,232,168,0,-1.0
115,32,2017-01-11,1,232,169,1,-0.9900744416873449
115,33,2017-01-11,169,217,0,17,-0.07692307692307693
115,34,2017-01-11,3,234,185,0,-0.985781990521327
115,35,2017-01-11,34,226,154,7,-0.8052256532066508
115,36,2017-01-11,187,2,2,229,0.9809523809523809
115,37,2017-01-11,189,1,0,232,0.995260663507109
115,38,2017-01-11,188,0,1,233,0.995260663507109
115,39,2017-01-11,188,2,1,232,0.9858156028368794
115,40,2017-01-11,188,7,1,226,0.9620853080568721
115,41,2017-01-11,188,0,1,234,0.9952718676122931
115,42,2017-01-11,185,0,3,233,0.9857482185273159
115,43,2017-01-11,190,0,0,233,1.0
115,44,2017-01-11,5,233,183,0,-0.9762470308788599
115,45,2017-01-12,191,1,0,233,0.9952941176470588
115,46,2017-01-12,190,1,2,230,0.9858156028368794
115,47,2017-01-12,192,2,0,233,0.990632318501171
115,48,2017-01-12,192,4,0,231,0.9812646370023419
115,49,2017-01-12,192,3,0,232,0.9859484777517564
115,50,2017-01-12,9,234,183,1,-0.9531615925058547
115,51,2017-01-12,2,234,190,1,-0.9859484777517564
115,52,2017-01-12,190,0,0,235,1.0
115,53,2017-01-12,7,232,181,1,-0.9619952494061758
115,54,2017-01-13,0,234,179,0,-1.0
115,55,2017-01-13,0,235,188,0,-1.0
115,56,2017-01-13,149,0,37,235,0.8242280285035629
115,57,2017-01-13,0,227,189,9,-0.9576470588235294
115,58,2017-01-13,36,232,150,1,-0.8233890214797136
115,59,2017-01-23,174,224,0,5,-0.11166253101736973
115,60,2017-01-23,179,229,0,0,-0.12254901960784313
115,61,2017-01-24,0,233,187,0,-1.0
115,62,2017-01-24,2,234,183,0,-0.9904534606205251
115,63,2017-01-24,187,0,0,235,1.0
115,64,2017-01-24,3,236,183,0,-0.985781990521327
115,65,2017-01-30,160,228,0,0,-0.17525773195876287
115,66,2017-01-30,177,219,0,8,-0.08415841584158416
115,67,2017-01-31,1,235,183,0,-0.9952267303102625
115,68,2017-01-31,0,236,186,0,-1.0
115,69,2017-02-01,0,231,191,0,-1.0
115,70,2017-02-01,0,231,191,0,-1.0
115,71,2017-02-01,5,231,183,4,-0.9574468085106383
115,72,2017-02-01,4,225,185,9,-0.9385342789598109
115,73,2017-02-02,0,230,188,0,-1.0
115,74,2017-02-02,0,232,190,0,-1.0
115,75,2017-02-02,3,234,186,1,-0.9811320754716981
115,76,2017-02-02,6,230,178,2,-0.9615384615384616
115,77,2017-02-03,3,219,180,11,-0.9322033898305084
115,78,2017-02-06,179,230,0,1,-0.12195121951219512
115,79,2017-02-06,177,230,0,0,-0.13022113022113022
115,80,2017-02-07,0,234,187,0,-1.0
115,81,2017-02-07,0,233,186,0,-1.0
115,82,2017-02-07,4,231,182,4,-0.9619952494061758
115,83,2017-02-07,0,235,189,1,-0.9952941176470588
115,84,2017-02-07,5,236,181,0,-0.976303317535545
115,85,2017-02-13,180,229,0,1,-0.11707317073170732
115,86,2017-02-13,180,227,0,0,-0.11547911547911548
115,87,2017-02-14,0,225,189,0,-1.0
115,88,2017-02-14,0,225,187,0,-1.0
115,89,2017-02-14,0,227,188,0,-1.0
115,90,2017-02-14,0,227,188,0,-1.0
115,91,2017-02-14,15,235,171,0,-0.9287410926365796
115,92,2017-02-15,0,233,190,0,-1.0
115,93,2017-02-15,0,233,188,0,-1.0
115,94,2017-02-15,1,233,190,1,-0.9905882352941177
115,95,2017-02-15,1,230,190,3,-0.9811320754716981
115,96,2017-02-15,4,233,188,1,-0.9765258215962441
115,97,2017-02-16,5,220,183,10,-0.9282296650717703
115,98,2017-02-16,2,228,186,2,-0.9808612440191388
115,99,2017-02-27,185,230,0,1,-0.10576923076923077
115,100,2017-02-27,0,229,185,0,-1.0
115,101,2017-02-27,184,185,0,42,0.09975669099756691
115,102,2017-02-28,0,224,191,0,-1.0
115,103,2017-02-28,1,224,188,0,-0.9951573849878934
115,104,2017-02-28,192,156,0,75,0.2624113475177305
115,105,2017-02-28,181,0,11,232,0.9481132075471698
115,106,2017-02-28,188,1,3,231,0.9810874704491725
115,107,2017-02-28,190,2,1,229,0.985781990521327
115,108,2017-03-01,191,0,1,234,0.9953051643192489
115,109,2017-03-01,188,1,2,229,0.9857142857142858
115,110,2017-03-01,191,6,0,229,0.971830985915493
115,111,2017-03-01,190,4,0,231,0.9811764705882353
115,112,2017-03-01,190,0,0,235,1.0
115,113,2017-03-01,11,229,180,5,-0.9247058823529412
115,114,2017-03-01,0,233,189,0,-1.0
115,115,2017-03-01,1,233,180,0,-0.9951690821256038
115,116,2017-03-01,33,232,158,0,-0.8439716312056738
115,117,2017-03-01,187,1,2,232,0.985781990521327
115,118,2017-03-01,192,1,0,234,0.9953161592505855
115,119,2017-03-01,7,234,184,0,-0.9670588235294117
115,120,2017-03-01,4,228,185,6,-0.9527186761229315
115,121,2017-03-02,180,0,3,231,0.9855072463768116
115,122,2017-03-02,39,224,144,1,-0.803921568627451
115,123,2017-03-02,184,5,5,227,0.9524940617577197
115,124,2017-03-02,188,1,1,231,0.9904988123515439
115,125,2017-03-02,15,231,175,1,-0.9241706161137441
115,126,2017-03-07,185,226,0,2,-0.09443099273607748
115,127,2017-03-07,1,226,185,1,-0.9903147699757869
115,128,2017-03-08,0,230,183,1,-0.9951690821256038
115,129,2017-03-08,1,234,185,0,-0.9952380952380953
115,130,2017-03-08,0,232,188,1,-0.995249406175772
115,131,2017-03-08,127,0,61,234,0.7109004739336493
115,132,2017-03-08,5,228,182,3,-0.9617224880382775
115,133,2017-03-08,107,0,57,220,0.703125
115,134,2017-03-08,113,1,64,226,0.6782178217821783
115,135,2017-03-08,141,231,43,5,-0.3047619047619048
115,136,2017-03-08,109,205,75,23,-0.3592233009708738
115,137,2017-03-09,0,233,186,0,-1.0
115,138,2017-03-09,0,233,184,0,-1.0
115,139,2017-03-09,178,4,0,227,0.980440097799511
115,140,2017-03-09,183,6,1,227,0.9664268585131894
115,141,2017-03-09,187,5,0,230,0.976303317535545
115,142,2017-03-09,186,4,0,230,0.9809523809523809
115,143,2017-03-09,186,5,0,230,0.9762470308788599
115,144,2017-03-09,187,6,0,229,0.9715639810426541
115,145,2017-03-09,187,6,0,228,0.9714964370546318
115,146,2017-03-09,187,1,0,234,0.995260663507109
115,147,2017-03-09,0,220,187,14,-0.9334916864608076
115,148,2017-03-09,186,3,1,232,0.981042654028436
115,149,2017-03-09,182,5,0,229,0.9759615384615384
115,150,2017-03-09,186,1,0,233,0.9952380952380953
115,151,2017-03-09,0,224,184,10,-0.9521531100478469
115,152,2017-03-10,178,3,1,224,0.9802955665024631
115,153,2017-03-10,181,4,1,224,0.975609756097561
115,154,2017-03-10,185,5,0,227,0.9760191846522782
115,155,2017-03-10,185,4,0,229,0.9808612440191388
115,156,2017-03-10,186,0,0,232,1.0
115,157,2017-03-10,3,227,183,5,-0.9617224880382775
115,158,2017-03-15,181,226,0,1,-0.10784313725490197
115,159,2017-03-15,181,227,0,0,-0.11274509803921569
115,160,2017-03-15,0,223,182,1,-0.9950738916256158
115,161,2017-03-16,0,227,184,1,-0.9951456310679612
115,162,2017-03-16,0,229,187,0,-1.0
115,163,2017-03-16,90,153,91,74,-0.19607843137254902
115,164,2017-03-16,187,7,0,223,0.9664268585131894
115,165,2017-03-16,183,0,3,229,0.9855421686746988
115,166,2017-03-16,187,2,0,229,0.9904306220095693
115,167,2017-03-16,10,227,175,3,-0.9373493975903614
115,168,2017-03-16,12,228,173,2,-0.9325301204819277
115,169,2017-03-17,175,225,0,8,-0.10294117647058823
115,170,2017-03-17,180,232,0,0,-0.1262135922330097
115,171,2017-03-17,109,137,67,76,-0.04884318766066838
115,172,2017-03-20,181,227,0,0,-0.11274509803921569
115,173,2017-03-20,181,228,0,0,-0.11491442542787286
115,174,2017-03-20,182,225,0,1,-0.10294117647058823
115,175,2017-03-21,0,231,184,1,-0.9951923076923077
115,176,2017-03-21,1,233,182,0,-0.9951923076923077
115,177,2017-03-21,181,233,2,0,-0.12980769230769232
115,178,2017-03-21,0,233,186,0,-1.0
115,179,2017-03-21,0,233,186,0,-1.0
115,180,2017-03-21,183,232,0,0,-0.1180722891566265
115,181,2017-03-22,0,230,188,1,-0.9952267303102625
115,182,2017-03-22,187,2,0,233,0.990521327014218
115,183,2017-03-22,181,236,7,0,-0.14622641509433962
115,184,2017-03-22,177,2,0,233,0.9902912621359223
115,185,2017-03-22,4,233,175,0,-0.9805825242718447
115,186,2017-03-22,177,229,0,6,-0.11165048543689321
115,187,2017-03-23,0,233,185,0,-1.0
115,188,2017-03-23,0,227,185,4,-0.9807692307692307
115,189,2017-03-23,70,132,106,91,-0.19298245614035087
115,190,2017-03-24,0,236,186,0,-1.0
115,191,2017-03-24,0,230,188,6,-0.9716981132075472
115,192,2017-03-24,188,236,0,0,-0.11320754716981132
115,193,2017-03-24,65,153,121,80,-0.30787589498806683
115,194,2017-03-27,183,225,0,0,-0.10294117647058823
115,195,2017-03-27,180,215,0,11,-0.059113300492610835
115,196,2017-03-28,0,231,189,0,-1.0
115,197,2017-03-28,1,230,185,0,-0.9951923076923077
115,198,2017-03-28,1,231,184,0,-0.9951923076923077
115,199,2017-03-28,0,231,189,0,-1.0
115,200,2017-03-28,0,228,189,1,-0.9952153110047847
115,201,2017-03-28,0,216,190,15,-0.9287410926365796
115,202,2017-03-29,0,232,190,1,-0.9952718676122931
115,203,2017-03-29,1,231,188,0,-0.9952380952380953
115,204,2017-03-29,188,1,0,232,0.995249406175772
115,205,2017-03-29,3,225,187,7,-0.95260663507109
115,206,2017-03-30,188,1,1,232,0.990521327014218
115,207,2017-03-30,2,227,188,5,-0.966824644549763
115,208,2017-04-03,179,219,0,3,-0.09226932668329177
115,209,2017-04-03,173,221,0,1,-0.1189873417721519
115,210,2017-04-04,0,232,188,0,-1.0
115,211,2017-04-04,2,232,184,0,-0.9904306220095693
115,212,2017-04-04,0,229,186,1,-0.9951923076923077
115,213,2017-04-04,8,230,177,0,-0.9614457831325302
115,214,2017-04-04,185,0,0,228,1.0
115,215,2017-04-04,102,229,86,1,-0.507177033492823
115,216,2017-04-05,0,231,181,1,-0.9951573849878934
115,217,2017-04-05,6,234,181,0,-0.9714964370546318
115,218,2017-04-05,0,228,184,1,-0.9951573849878934
115,219,2017-04-05,170,230,16,0,-0.18269230769230768
115,220,2017-04-06,185,232,2,1,-0.11428571428571428
115,221,2017-04-25,183,228,0,2,-0.10411622276029056
115,222,2017-04-25,181,228,0,0,-0.11491442542787286
115,223,2017-04-26,0,234,190,1,-0.9952941176470588
115,224,2017-04-26,5,232,186,0,-0.9763593380614657
115,225,2017-04-26,181,229,8,6,-0.1179245283018868
115,226,2017-04-26,145,233,46,2,-0.30985915492957744
115,227,2017-04-26,100,137,81,80,-0.09547738693467336
115,228,2017-04-27,0,230,192,1,-0.9952718676122931
115,229,2017-04-27,3,223,189,3,-0.9712918660287081
115,230,2017-04-27,188,229,3,0,-0.10476190476190476
115,231,2017-04-27,183,227,0,5,-0.09397590361445783
115,232,2017-04-27,191,234,0,0,-0.1011764705882353
115,233,2017-04-27,102,147,80,83,-0.10194174757281553
115,234,2017-04-28,10,225,178,0,-0.9515738498789347
115,235,2017-04-28,175,207,14,16,-0.07281553398058252
115,236,2017-05-01,181,224,2,0,-0.11056511056511056
115,237,2017-05-01,183,223,0,0,-0.09852216748768473
115,238,2017-05-01,184,223,0,0,-0.09582309582309582
115,239,2017-05-02,0,233,189,1,-0.9952718676122931
115,240,2017-05-02,0,231,191,2,-0.9905660377358491
115,241,2017-05-02,189,230,0,0,-0.09785202863961814
115,242,2017-05-02,191,1,0,234,0.9953051643192489
115,243,2017-05-02,0,230,191,6,-0.9718969555035128
115,244,2017-05-02,95,142,89,87,-0.11864406779661017
115,245,2017-05-03,0,231,191,1,-0.9952718676122931
115,246,2017-05-03,7,233,186,0,-0.9671361502347418
115,247,2017-05-03,192,233,0,0,-0.09647058823529411
115,248,2017-05-03,178,132,15,103,0.3130841121495327
115,249,2017-05-03,191,232,0,0,-0.09692671394799054
115,250,2017-05-03,100,136,87,91,-0.07729468599033816
115,251,2017-05-04,0,235,192,1,-0.9953271028037384
115,252,2017-05-04,0,235,191,1,-0.9953161592505855
115,253,2017-05-04,67,166,120,66,-0.36515513126491644
115,254,2017-05-04,192,237,0,0,-0.1048951048951049
115,255,2017-05-04,0,218,193,20,-0.9071925754060325
115,256,2017-05-04,187,232,0,1,-0.10476190476190476
115,257,2017-05-16,184,224,0,3,-0.09002433090024331
